abstract_num,title,cluster_label,mentions,mention_count
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] 1-point annotations,1-point annotations,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] foundation segmentation models,foundation segmentation models,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[self-reference],we; Our; our; We; our; our; Our,7
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,electroencephalogram based emotion recognition,the electroencephalogram based emotion recognition; its,2
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,several studies adopting domain adaptation,several studies; them,2
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,MS-MDA (multi-source marginal distribution adaptation),the multi-source marginal distribution adaptation for EEG emotion recognition; which; our method; the MS-MDA,4
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,branches for multiple EEG data source domains,independent branches; multiple branches,2
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] psychiatric disorders,psychiatric disorders,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] the variability between subjects and sessions,the variability between subjects and sessions,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] a single source domain,a single source domain,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] a certain marginal distribution,a certain marginal distribution,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] the same low-level features,the same low-level features,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] multiple EEG data source domains,multiple EEG data source domains,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] SEED,SEED,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] SEED-IV,SEED-IV,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] the comparison methods,the comparison methods,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[singleton] state-of-the-art models,state-of-the-art models,1
279,MS-MDA: Multisource Marginal Distribution Adaptation for Cross-subject and Cross-session EEG Emotion Recognition,[self-reference],We; we; we; our; We; our,6
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,Lo-Hp,Lo-Hp; It; Lo-Hp,3
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,over-coupling issue,over-coupling; The former,2
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,long-horizon issue,long-horizon; The latter; the long-horizon issue,3
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,hybrid-policy sub-trajectory balance objective,a hybrid-policy sub-trajectory balance objective; which,2
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,local optimization policies,local optimization policies; local optimization policies,2
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] generative modeling,generative modeling,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] neural networks,neural networks,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] gradient based optimization,gradient based optimization,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] task-specific objectives,task-specific objectives,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] the learned optimizer,the learned optimizer,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] on-policy and off-policy learning,on-policy and off-policy learning,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] global optimal weights,global optimal weights,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] transfer learning,transfer learning,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] few-shot learning,few-shot learning,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] domain generalization,domain generalization,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[singleton] large language model adaptation,large language model adaptation,1
280,Learning an Efficient Optimizer via Hybrid-Policy Sub-Trajectory Balance,[self-reference],we; we; we,3
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,depth foundation models,Recent depth foundation models; these models; depth foundation models,3
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,RePer-360,RePer-360; a distortion-aware self-modulation framework for monocular panoramic depth estimation; RePer-360; it,4
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,modulation signal,a modulation signal; it,2
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,the model,the model; its,2
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,pretrained perspective priors,powerful pretrained perspective priors; preserved pretrained perspective priors,2
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] perspective imagery,perspective imagery,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] panoramic data,panoramic data,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] a lightweight geometry-aligned guidance module,a lightweight geometry-aligned guidance module,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] two complementary projections,two complementary projections,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] a Self-Conditioned AdaLN-Zero mechanism,a Self-Conditioned AdaLN-Zero mechanism,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] pixel-wise scaling factors,pixel-wise scaling factors,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] the feature distribution gap,the feature distribution gap,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] a cubemap-domain consistency loss,a cubemap-domain consistency loss,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] cross-projection alignment,cross-projection alignment,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] complementary-projection fusion,complementary-projection fusion,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] standard fine-tuning methods,standard fine-tuning methods,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] the training data,the training data,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[singleton] RMSE,RMSE,1
281,RePer-360: Releasing Perspective Priors for Depth Estimation via Self-Modulation,[self-reference],we; we; We,3
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,domain adaptation,Domain adaptation; domain adaptation,2
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,domain-adversarial approaches,Recently-proposed domain-adversarial approaches; this approach; they; standard domain-adversarial algorithms,4
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,minimization of two terms in the bound,minimizing two terms in a theoretical bound on target error; this minimization,2
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,asymmetrically-relaxed distribution alignment,asymmetrically-relaxed distribution alignment; a new approach; our algorithm,3
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,[singleton] the target distribution generating our test data,the target distribution generating our test data,1
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,[singleton] the source (training) distribution,the source (training) distribution,1
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,[singleton] covariate or label shift,covariate or label shift,1
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,[singleton] source and target encodings,source and target encodings,1
282,Domain Adaptation with Asymmetrically-Relaxed Distribution Alignment,[singleton] the third term,the third term,1
